Linux 5.11.0-1022-aws (ip-172-31-22-195) 	12/31/21 	_x86_64_	(2 CPU)

09:41:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:25:25     all    5.47    0.00   94.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:26     all    7.69    0.00   87.69    0.00    0.00    0.51    0.00    0.00    0.00    4.10
10:25:27     all    4.55    0.00   81.82    0.00    0.00    2.02    0.00    0.00    0.00   11.62
10:25:28     all    5.53    0.00   93.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:25:29     all    6.47    0.00   93.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:25:30     all    4.06    0.00   94.92    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:25:31     all    4.55    0.00   87.37    0.00    0.00    0.51    0.00    0.00    0.00    7.58
10:25:32     all    5.15    0.00   81.44    0.00    0.00    1.55    0.00    0.00    0.00   11.86
10:25:33     all    3.74    0.00   83.96    0.00    0.00    0.00    0.00    0.00    0.00   12.30
10:25:34     all    4.52    0.00   94.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:25:35     all    5.82    0.00   75.13    0.00    0.00    0.53    0.00    0.00    0.00   18.52
10:25:36     all    6.15    0.00   85.13    0.00    0.00    0.51    0.00    0.00    0.00    8.21
10:25:37     all    5.67    0.00   88.14    0.00    0.00    0.52    0.00    0.00    0.00    5.67
10:25:38     all    7.46    0.00   91.04    0.00    0.00    0.00    0.00    0.00    0.00    1.49
10:25:39     all    4.04    0.00   94.44    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:25:40     all    7.54    0.00   91.96    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:25:41     all    4.66    0.00   88.08    0.00    0.00    0.00    0.00    0.00    0.00    7.25
10:25:42     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:43     all    4.48    0.00   94.03    0.00    0.00    1.00    0.00    0.00    0.00    0.50
10:25:44     all    6.00    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:45     all    4.06    0.00   95.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:46     all    5.53    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    1.51
10:25:47     all    5.00    0.00   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:48     all    5.53    0.00   90.45    0.00    0.00    0.00    0.00    0.00    0.00    4.02
10:25:49     all    6.28    0.00   82.72    0.00    0.00    1.57    0.00    0.00    0.00    9.42
10:25:50     all    5.41    0.00   78.92    0.00    0.00    1.08    0.00    0.00    0.00   14.59
10:25:51     all    6.70    0.00   85.05    0.00    0.00    0.52    0.00    0.00    0.00    7.73
10:25:52     all    5.95    0.00   75.14    0.00    0.00    0.54    0.00    0.00    0.00   18.38
10:25:53     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:54     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:25:55     all    3.08    0.00   87.18    0.00    0.00    0.51    0.00    0.00    0.00    9.23
10:25:56     all    3.59    0.00   93.33    0.00    0.00    0.00    0.00    0.00    0.00    3.08
10:25:57     all    6.67    0.00   88.21    0.00    0.00    0.00    0.00    0.00    0.00    5.13
10:25:58     all    5.10    0.00   90.82    0.00    0.00    1.02    0.00    0.00    0.00    3.06
10:25:59     all    6.28    0.00   85.86    0.00    0.00    0.00    0.00    0.00    0.00    7.85
10:26:00     all    4.52    0.00   95.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:01     all    5.47    0.00   93.03    0.00    0.00    1.00    0.00    0.00    0.00    0.50
10:26:02     all    4.04    0.00   93.94    0.00    0.00    0.00    0.00    0.00    0.00    2.02
10:26:03     all    5.61    0.00   89.29    0.00    0.00    0.00    0.00    0.00    0.00    5.10
10:26:04     all    7.61    0.00   87.31    0.00    0.00    1.02    0.00    0.00    0.00    4.06
10:26:05     all    5.05    0.00   93.43    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:26:06     all    6.57    0.00   91.92    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:26:07     all    5.47    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:08     all    5.58    0.00   91.37    0.00    0.00    0.00    0.00    0.00    0.00    3.05
10:26:09     all    4.12    0.00   88.14    0.00    0.00    1.03    0.00    0.00    0.00    6.70
10:26:10     all    4.00    0.00   95.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:11     all    7.22    0.00   88.14    0.00    0.00    0.00    0.00    0.00    0.00    4.64
10:26:12     all    4.69    0.00   86.98    0.00    0.00    1.04    0.00    0.00    0.00    7.29
10:26:13     all    6.11    0.00   72.78    0.00    0.00    0.56    0.00    0.00    0.00   20.56
10:26:14     all    6.03    0.00   88.94    0.00    0.00    0.00    0.00    0.00    0.00    5.03
10:26:15     all   11.00    0.00   88.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:16     all    6.53    0.00   89.95    0.00    0.00    1.01    0.00    0.00    0.00    2.51
10:26:17     all    7.50    0.00   92.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:18     all    6.03    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:19     all    7.14    0.00   88.78    0.00    0.00    0.00    0.00    0.00    0.00    4.08
10:26:20     all    4.79    0.00   86.70    0.00    0.00    1.06    0.00    0.00    0.00    7.45
10:26:21     all    6.91    0.00   79.79    0.00    0.00    0.53    0.00    0.00    0.00   12.77
10:26:22     all    6.00    0.00   90.50    0.00    0.00    1.00    0.00    0.00    0.00    2.50
10:26:23     all    5.56    0.00   92.42    0.00    0.00    0.00    0.00    0.00    0.00    2.02
10:26:24     all    4.17    0.00   89.58    0.00    0.00    0.00    0.00    0.00    0.00    6.25
10:26:25     all    7.10    0.00   72.13    0.00    0.00    1.09    0.00    0.00    0.00   19.67
10:26:26     all    6.19    0.00   84.02    0.00    0.00    1.03    0.00    0.00    0.00    8.76
10:26:27     all    6.12    0.00   92.86    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:26:28     all    6.53    0.00   92.46    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:26:29     all    6.70    0.00   85.57    0.00    0.00    0.00    0.00    0.00    0.00    7.73
10:26:30     all    4.52    0.00   94.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:31     all    5.97    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:32     all    5.05    0.00   88.89    0.00    0.00    1.01    0.00    0.00    0.00    5.05
10:26:33     all    7.04    0.00   90.95    0.00    0.00    0.00    0.00    0.00    0.00    2.01
10:26:34     all    5.94    0.00   93.07    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:26:35     all    4.59    0.00   94.90    0.00    0.00    0.51    0.00    0.00    0.00    0.00
10:26:36     all    7.22    0.00   86.60    0.00    0.00    0.00    0.00    0.00    0.00    6.19
10:26:37     all    6.53    0.00   87.44    0.00    0.00    0.50    0.00    0.00    0.00    5.53
10:26:38     all    5.10    0.00   90.31    0.00    0.00    0.51    0.00    0.00    0.00    4.08
10:26:39     all    6.03    0.00   93.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:40     all    5.47    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:41     all    4.50    0.00   95.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:42     all    6.00    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:26:43     all    5.50    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:26:44     all    6.03    0.00   92.46    0.00    0.00    1.01    0.00    0.00    0.00    0.50
10:26:45     all    5.53    0.00   88.94    0.00    0.00    0.50    0.00    0.00    0.00    5.03
10:26:46     all    5.03    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    2.01
10:26:47     all    5.53    0.00   94.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:48     all    9.38    0.00   83.33    0.00    0.00    0.00    0.00    0.00    0.00    7.29
10:26:49     all    4.66    0.00   83.42    0.00    0.00    0.52    0.00    0.00    0.00   11.40
10:26:50     all    6.53    0.00   91.46    0.00    0.00    0.00    0.00    0.00    0.00    2.01
10:26:51     all    6.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:52     all    7.07    0.00   89.39    0.00    0.00    0.51    0.00    0.00    0.00    3.03
10:26:53     all    5.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:26:54     all    6.03    0.00   93.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:26:55     all    5.50    0.00   92.50    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:26:56     all    6.53    0.00   90.95    0.00    0.00    0.50    0.00    0.00    0.00    2.01
10:26:57     all    5.03    0.00   91.96    0.00    0.00    0.00    0.00    0.00    0.00    3.02
10:26:58     all    4.02    0.00   91.46    0.00    0.00    0.50    0.50    0.00    0.00    3.52
10:26:59     all    7.00    0.00   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:00     all    6.97    0.00   92.04    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:27:01     all    7.04    0.00   89.45    0.00    0.00    0.00    0.00    0.00    0.00    3.52
10:27:02     all    3.55    0.00   95.43    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:27:03     all    5.82    0.00   80.95    0.00    0.00    1.59    0.00    0.00    0.00   11.64
10:27:04     all    3.55    0.00   95.43    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:27:05     all    5.97    0.00   93.53    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:27:06     all    4.55    0.00   93.94    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:27:07     all    5.03    0.00   90.45    0.00    0.00    0.00    0.00    0.00    0.00    4.52
10:27:08     all    7.33    0.00   84.82    0.00    0.00    1.05    0.00    0.00    0.00    6.81
10:27:09     all    4.00    0.00   94.50    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:27:10     all    4.59    0.00   94.39    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:27:11     all    4.50    0.00   93.00    0.00    0.00    0.50    0.00    0.00    0.00    2.00
10:27:12     all    4.50    0.00   95.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:27:13     all    4.48    0.00   95.52    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:14     all    6.53    0.00   91.96    0.00    0.00    0.00    0.00    0.00    0.00    1.51
10:27:15     all    4.00    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:16     all   11.76    0.00   88.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:17     all    8.59    0.00   85.35    0.00    0.00    0.51    0.00    0.00    0.00    5.56
10:27:18     all    4.04    0.00   93.43    0.00    0.00    0.51    0.00    0.00    0.00    2.02
10:27:19     all    4.02    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:27:20     all    6.81    0.00   84.29    0.00    0.00    0.52    0.00    0.00    0.00    8.38
10:27:21     all    6.60    0.00   88.32    0.00    0.00    1.52    0.00    0.00    0.00    3.55
10:27:22     all    2.99    0.00   96.52    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:27:23     all    4.02    0.00   95.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:24     all    5.53    0.00   93.97    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:27:25     all    5.03    0.00   91.96    0.00    0.00    1.01    0.00    0.00    0.00    2.01
10:27:26     all    5.15    0.00   84.54    0.00    0.00    0.52    0.00    0.00    0.00    9.79
10:27:27     all    4.04    0.00   94.44    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:27:28     all    5.08    0.00   93.40    0.00    0.00    0.51    0.00    0.00    0.00    1.02
10:27:29     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:30     all    7.57    0.00   74.05    0.00    0.00    1.08    0.00    0.00    0.00   17.30
10:27:31     all    6.57    0.00   91.92    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:27:32     all    6.12    0.00   86.22    0.00    0.00    0.51    0.00    0.00    0.00    7.14
10:27:33     all    4.55    0.00   93.94    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:27:34     all    6.53    0.00   91.96    0.00    0.00    0.00    0.00    0.00    0.00    1.51
10:27:35     all    4.04    0.00   92.93    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:27:36     all    6.57    0.00   89.39    0.00    0.00    0.00    0.00    0.00    0.00    4.04
10:27:37     all    5.08    0.00   89.85    0.00    0.00    1.02    0.00    0.00    0.00    4.06
10:27:38     all    3.50    0.00   96.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:27:39     all    6.50    0.00   93.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:27:40     all    6.57    0.00   90.91    0.00    0.00    1.01    0.00    0.00    0.00    1.52
10:27:41     all    2.49    0.00   96.52    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:27:42     all    6.03    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:27:43     all    5.18    0.00   80.31    0.00    0.00    0.00    0.00    0.00    0.00   14.51
10:27:44     all    4.57    0.00   90.36    0.00    0.00    0.00    0.00    0.00    0.00    5.08
10:27:45     all    3.48    0.00   96.52    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:27:46     all    4.52    0.00   93.47    0.00    0.00    1.01    0.00    0.00    0.00    1.01
10:27:47     all    5.53    0.00   92.46    0.00    0.00    1.01    0.00    0.00    0.00    1.01
10:27:48     all    6.00    0.00   93.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:27:49     all    4.19    0.00   86.39    0.00    0.00    0.00    0.00    0.00    0.00    9.42
10:27:50     all    5.03    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:27:51     all    4.02    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    2.51
10:27:52     all    6.91    0.00   75.00    0.00    0.00    0.53    0.00    0.00    0.00   17.55
10:27:53     all    5.61    0.00   88.27    0.00    0.00    1.02    0.00    0.00    0.00    5.10
10:27:54     all    5.08    0.00   94.42    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:27:55     all    3.48    0.00   95.52    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:27:56     all    4.10    0.00   91.79    0.00    0.00    0.00    0.00    0.00    0.00    4.10
10:27:57     all    4.52    0.00   94.47    0.00    0.00    1.01    0.00    0.00    0.00    0.00
10:27:58     all    6.50    0.00   92.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:27:59     all    4.62    0.00   89.74    0.00    0.00    0.00    0.00    0.00    0.00    5.64
10:28:00     all    6.06    0.00   90.91    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:28:01     all    6.03    0.00   92.46    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:28:02     all    4.04    0.00   94.95    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:28:03     all    4.15    0.00   86.53    0.00    0.00    0.52    0.00    0.00    0.00    8.81
10:28:04     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:05     all    6.00    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:28:06     all    7.58    0.00   91.41    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:28:07     all    5.47    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:28:08     all    5.56    0.00   92.93    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:28:09     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:10     all    5.50    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:28:11     all    5.53    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:28:12     all    6.12    0.00   88.27    0.00    0.00    0.51    0.00    0.00    0.00    5.10
10:28:13     all    4.06    0.00   94.92    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:28:14     all    5.64    0.00   82.05    0.00    0.00    1.54    0.00    0.00    0.00   10.77
10:28:15     all    5.18    0.00   90.67    0.00    0.00    0.52    0.00    0.00    0.00    3.63
10:28:16     all    6.47    0.00   91.04    0.00    0.00    0.00    0.00    0.00    0.00    2.49
10:28:17     all    6.22    0.00   84.97    0.00    0.00    1.04    0.00    0.00    0.00    7.77
10:28:18     all   12.06    0.00   87.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:19     all    4.48    0.00   94.03    0.00    0.00    1.00    0.00    0.00    0.00    0.50
10:28:20     all    6.70    0.00   86.08    0.00    0.00    0.52    0.00    0.00    0.00    6.70
10:28:21     all    4.59    0.00   92.35    0.00    0.00    0.51    0.00    0.00    0.00    2.55
10:28:22     all    5.61    0.00   84.18    0.00    0.00    1.02    0.00    0.00    0.00    9.18
10:28:23     all    6.25    0.00   85.42    0.00    0.00    0.00    0.00    0.00    0.00    8.33
10:28:24     all    3.54    0.00   94.44    0.00    0.00    0.51    0.00    0.00    0.00    1.52
10:28:25     all    6.57    0.00   92.42    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:28:26     all    6.03    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:28:27     all    4.50    0.00   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:28:28     all    5.50    0.00   90.00    0.00    0.00    0.50    0.00    0.00    0.00    4.00
10:28:29     all    5.64    0.00   90.77    0.00    0.00    0.00    0.00    0.00    0.00    3.59
10:28:30     all    6.15    0.00   91.28    0.00    0.00    0.00    0.00    0.00    0.00    2.56
10:28:31     all    4.98    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:28:32     all    5.67    0.00   87.63    0.00    0.00    0.00    0.00    0.00    0.00    6.70
10:28:33     all    3.52    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    1.51
10:28:34     all    6.15    0.00   85.64    0.00    0.00    1.03    0.00    0.00    0.00    7.18
10:28:35     all    6.32    0.00   78.42    0.00    0.00    1.05    0.00    0.00    0.00   14.21
10:28:36     all    6.03    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:28:37     all    6.74    0.00   86.01    0.00    0.00    0.52    0.00    0.00    0.00    6.74
10:28:38     all    7.73    0.00   87.11    0.00    0.00    0.52    0.00    0.00    0.00    4.64
10:28:39     all    5.70    0.00   84.46    0.00    0.00    0.52    0.00    0.00    0.00    9.33
10:28:40     all    6.47    0.00   93.03    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:28:41     all    3.02    0.00   95.98    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:28:42     all    4.66    0.00   85.49    0.00    0.00    0.52    0.00    0.00    0.00    9.33
10:28:43     all    7.18    0.00   85.64    0.00    0.00    1.03    0.00    0.00    0.00    6.15
10:28:44     all    4.59    0.00   90.82    0.00    0.00    0.00    0.00    0.00    0.00    4.59
10:28:45     all    7.04    0.00   90.95    0.00    0.00    0.00    0.00    0.00    0.00    2.01
10:28:46     all    6.38    0.00   78.72    0.00    0.00    0.00    0.00    0.00    0.00   14.89
10:28:47     all    5.56    0.00   90.40    0.00    0.00    0.51    0.00    0.00    0.00    3.54
10:28:48     all    6.97    0.00   92.54    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:28:49     all    6.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:50     all    5.00    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:28:51     all    6.60    0.00   91.88    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:28:52     all    5.00    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:28:53     all    5.79    0.00   86.32    0.00    0.00    0.53    0.00    0.00    0.00    7.37
10:28:54     all    5.00    0.00   93.00    0.00    0.00    0.50    0.00    0.00    0.00    1.50
10:28:55     all    5.47    0.00   94.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:56     all    5.67    0.00   87.63    0.00    0.00    0.52    0.00    0.00    0.00    6.19
10:28:57     all    4.50    0.00   95.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:28:58     all    6.00    0.00   92.50    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:28:59     all    3.55    0.00   94.92    0.00    0.00    0.51    0.00    0.00    0.00    1.02
10:29:00     all    6.47    0.00   92.54    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:29:01     all    4.57    0.00   90.86    0.00    0.00    0.00    0.00    0.00    0.00    4.57
10:29:02     all    5.03    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:29:03     all    5.08    0.00   93.91    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:29:04     all    5.00    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:29:05     all    5.58    0.00   90.86    0.00    0.00    0.51    0.00    0.00    0.00    3.05
10:29:06     all    7.54    0.00   86.93    0.00    0.00    1.51    0.00    0.00    0.00    4.02
10:29:07     all    7.04    0.00   92.46    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:29:08     all    5.03    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:29:09     all    6.97    0.00   91.04    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:29:10     all    4.59    0.00   92.86    0.00    0.00    0.00    0.00    0.00    0.00    2.55
10:29:11     all    6.00    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:29:12     all    7.43    0.00   91.58    0.00    0.00    0.99    0.00    0.00    0.00    0.00
10:29:13     all    6.06    0.00   92.93    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:29:14     all    4.98    0.00   93.53    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:29:15     all    4.52    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:29:16     all    5.08    0.00   93.40    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:29:17     all    5.53    0.00   92.46    0.00    0.00    1.01    0.00    0.00    0.00    1.01
10:29:18     all    6.19    0.00   84.54    0.00    0.00    1.03    0.00    0.00    0.00    8.25
10:29:19     all    9.60    0.00   89.90    0.00    0.00    0.51    0.00    0.00    0.00    0.00
10:29:20     all   12.44    0.00   87.06    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:29:21     all    6.06    0.00   92.93    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:29:22     all    8.72    0.00   85.13    0.00    0.00    0.51    0.00    0.00    0.00    5.64
10:29:23     all    4.79    0.00   80.32    0.00    0.00    1.06    0.00    0.00    0.00   13.83
10:29:24     all    6.49    0.00   70.27    0.00    0.00    1.62    0.00    0.00    0.00   21.62
10:29:25     all    5.08    0.00   92.89    0.00    0.00    0.00    0.00    0.00    0.00    2.03
10:29:26     all    5.10    0.00   92.35    0.00    0.00    0.00    0.00    0.00    0.00    2.55
10:29:27     all    5.64    0.00   86.67    0.00    0.00    0.51    0.00    0.00    0.00    7.18
10:29:28     all    3.59    0.00   91.79    0.00    0.00    0.00    0.00    0.00    0.00    4.62
10:29:29     all    5.53    0.00   87.94    0.00    0.00    1.01    0.00    0.00    0.00    5.53
10:29:30     all    4.10    0.00   92.82    0.00    0.00    0.00    0.00    0.00    0.00    3.08
10:29:31     all    5.00    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:29:32     all    5.00    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:29:33     all    7.50    0.00   92.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:29:34     all    5.03    0.00   87.94    0.00    0.00    0.50    0.00    0.00    0.00    6.53
10:29:35     all    4.04    0.00   94.95    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:29:36     all    4.52    0.00   94.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:29:37     all    5.41    0.00   72.97    0.00    0.00    1.08    0.00    0.00    0.00   20.54
10:29:38     all    4.06    0.00   93.40    0.00    0.00    0.00    0.00    0.00    0.00    2.54
10:29:39     all    4.00    0.00   94.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:29:40     all    5.64    0.00   83.59    0.00    0.00    1.03    0.00    0.00    0.00    9.74
10:29:41     all    5.91    0.00   93.10    0.00    0.00    0.49    0.00    0.00    0.00    0.49
10:29:42     all    5.53    0.00   93.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:29:43     all    4.98    0.00   95.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:29:44     all    3.50    0.00   95.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:29:45     all    5.03    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:29:46     all    8.38    0.00   76.96    0.00    0.00    1.05    0.00    0.00    0.00   13.61
10:29:47     all    6.70    0.00   86.08    0.00    0.00    1.03    0.00    0.00    0.00    6.19
10:29:48     all    6.00    0.00   93.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:29:49     all    5.53    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:29:50     all    4.52    0.00   95.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:29:51     all    5.76    0.00   82.72    0.00    0.00    0.52    0.00    0.00    0.00   10.99
10:29:52     all    6.81    0.00   83.25    0.00    0.00    1.05    0.00    0.00    0.00    8.90
10:29:53     all    3.74    0.00   78.61    0.00    0.00    1.60    0.00    0.00    0.00   16.04
10:29:54     all    5.85    0.00   79.26    0.00    0.00    0.53    0.00    0.00    0.00   14.36
10:29:55     all    4.15    0.00   90.67    0.00    0.00    0.00    0.00    0.00    0.00    5.18
10:29:56     all    4.55    0.00   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:29:57     all    4.02    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    2.01
10:29:58     all    5.53    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:29:59     all    4.02    0.00   95.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:00     all    4.50    0.00   94.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:30:01     all    6.42    0.00   70.59    0.00    0.00    2.67    0.00    0.00    0.00   20.32
10:30:02     all    5.13    0.00   90.26    0.00    0.00    0.51    0.00    0.00    0.00    4.10
10:30:03     all    5.03    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:30:04     all    7.43    0.00   92.08    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:30:05     all    5.21    0.00   88.02    0.00    0.00    0.00    0.00    0.00    0.00    6.77
10:30:06     all    5.61    0.00   86.22    0.00    0.00    1.02    0.00    0.00    0.00    7.14
10:30:07     all    5.08    0.00   94.42    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:30:08     all    4.04    0.00   92.93    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:30:09     all    6.00    0.00   92.00    0.00    0.00    0.50    0.00    0.00    0.00    1.50
10:30:10     all    5.50    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:30:11     all    6.22    0.00   88.60    0.00    0.00    0.00    0.00    0.00    0.00    5.18
10:30:12     all    5.58    0.00   87.31    0.00    0.00    0.51    0.00    0.00    0.00    6.60
10:30:13     all    5.03    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
