Linux 5.11.0-1022-aws (ip-172-31-22-195) 	12/31/21 	_x86_64_	(2 CPU)

09:41:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:59:32     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:59:33     all    3.52    0.00   95.98    0.00    0.00    0.50    0.00    0.00    0.00    0.00
09:59:34     all    5.56    0.00   91.41    0.00    0.00    0.00    0.00    0.00    0.00    3.03
09:59:35     all    6.06    0.00   92.42    0.00    0.00    0.51    0.00    0.00    0.00    1.01
09:59:36     all    5.94    0.00   90.59    0.00    0.00    0.99    0.00    0.00    0.00    2.48
09:59:37     all    7.07    0.00   90.40    0.00    0.00    0.00    0.00    0.00    0.00    2.53
09:59:38     all    4.62    0.00   91.79    0.00    0.00    0.00    0.00    0.00    0.00    3.59
09:59:39     all    4.98    0.00   94.53    0.00    0.00    0.50    0.00    0.00    0.00    0.00
09:59:40     all    6.50    0.00   91.50    0.00    0.00    1.50    0.00    0.00    0.00    0.50
09:59:41     all    6.12    0.00   85.20    0.00    0.00    0.51    0.00    0.00    0.00    8.16
09:59:42     all    5.67    0.00   86.08    0.00    0.00    0.52    0.00    0.00    0.00    7.73
09:59:43     all    5.13    0.00   87.18    0.00    0.00    1.03    0.00    0.00    0.00    6.67
09:59:44     all    5.56    0.00   88.89    0.00    0.00    0.51    0.00    0.00    0.00    5.05
09:59:45     all    6.99    0.00   75.81    0.00    0.00    0.54    0.00    0.00    0.00   16.67
09:59:46     all    7.37    0.00   75.26    0.00    0.00    1.05    0.00    0.00    0.00   16.32
09:59:47     all    5.70    0.00   83.94    0.00    0.00    0.52    0.00    0.00    0.00    9.84
09:59:48     all    7.11    0.00   88.32    0.00    0.00    0.51    0.00    0.00    0.00    4.06
09:59:49     all    4.62    0.00   88.72    0.00    0.00    1.03    0.00    0.00    0.00    5.64
09:59:50     all    7.04    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:59:51     all    6.03    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.50
09:59:52     all    5.53    0.00   90.45    0.00    0.00    0.50    0.00    0.00    0.00    3.52
09:59:53     all    5.13    0.00   88.72    0.00    0.00    1.03    0.00    0.00    0.00    5.13
09:59:54     all    6.70    0.00   81.96    0.00    0.00    0.52    0.00    0.00    0.00   10.82
09:59:55     all    5.05    0.00   93.94    0.00    0.00    0.51    0.00    0.00    0.00    0.51
09:59:56     all    6.03    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    1.01
09:59:57     all    4.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
09:59:58     all    9.00    0.00   87.50    0.00    0.00    0.50    0.00    0.00    0.00    3.00
09:59:59     all    5.58    0.00   93.40    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:00:00     all    5.08    0.00   93.91    0.00    0.00    0.51    0.00    0.00    0.00    0.51
10:00:01     all    6.67    0.00   86.15    0.00    0.00    0.51    0.00    0.00    0.00    6.67
10:00:02     all    4.50    0.00   95.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:00:03     all    5.61    0.00   90.31    0.00    0.00    0.51    0.00    0.00    0.00    3.57
10:00:04     all    7.07    0.00   88.89    0.00    0.00    0.51    0.00    0.00    0.00    3.54
10:00:05     all    6.06    0.00   91.92    0.00    0.00    0.00    0.00    0.00    0.00    2.02
10:00:06     all    6.28    0.00   83.77    0.00    0.00    0.00    0.00    0.00    0.00    9.95
10:00:07     all    5.00    0.00   93.50    0.00    0.00    1.00    0.00    0.00    0.00    0.50
10:00:08     all    6.19    0.00   86.60    0.00    0.00    0.00    0.00    0.00    0.00    7.22
10:00:09     all    5.58    0.00   89.34    0.00    0.00    0.51    0.00    0.00    0.00    4.57
10:00:10     all    6.06    0.00   90.40    0.00    0.00    0.51    0.00    0.00    0.00    3.03
10:00:11     all    5.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:00:12     all    6.50    0.00   92.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:00:13     all    5.53    0.00   94.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:14     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:15     all    7.00    0.00   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:16     all    5.97    0.00   93.53    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:00:17     all    4.21    0.00   88.42    0.00    0.00    0.53    0.00    0.00    0.00    6.84
10:00:18     all    4.50    0.00   91.50    0.00    0.00    0.50    0.00    0.00    0.00    3.50
10:00:19     all    3.50    0.00   96.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:00:20     all    8.00    0.00   90.50    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:00:21     all    5.70    0.00   86.01    0.00    0.00    1.04    0.00    0.00    0.00    7.25
10:00:22     all    4.50    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:00:23     all    6.57    0.00   92.93    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:00:24     all    4.48    0.00   94.53    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:00:25     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:26     all    6.67    0.00   87.69    0.00    0.00    0.51    0.00    0.00    0.00    5.13
10:00:27     all    6.19    0.00   80.93    0.00    0.00    1.03    0.00    0.00    0.00   11.86
10:00:28     all    6.28    0.00   84.82    0.00    0.00    0.00    0.00    0.00    0.00    8.90
10:00:29     all    5.56    0.00   90.91    0.00    0.00    0.51    0.00    0.00    0.00    3.03
10:00:30     all    6.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:31     all    4.98    0.00   94.53    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:00:32     all    5.56    0.00   94.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:33     all   12.44    0.00   87.56    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:34     all    4.50    0.00   94.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:00:35     all    5.46    0.00   83.61    0.00    0.00    0.55    0.00    0.00    0.00   10.38
10:00:36     all    4.52    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:00:37     all    5.73    0.00   90.10    0.00    0.00    0.00    0.00    0.00    0.00    4.17
10:00:38     all    6.93    0.00   91.09    0.00    0.00    0.50    0.00    0.00    0.00    1.49
10:00:39     all    5.70    0.00   87.56    0.00    0.00    0.52    0.00    0.00    0.00    6.22
10:00:40     all    4.55    0.00   92.93    0.00    0.00    0.00    0.00    0.00    0.00    2.53
10:00:41     all    4.08    0.00   93.37    0.00    0.00    0.00    0.00    0.00    0.00    2.55
10:00:42     all    6.63    0.00   89.29    0.00    0.00    0.00    0.00    0.00    0.00    4.08
10:00:43     all    5.13    0.00   86.67    0.00    0.00    0.51    0.00    0.00    0.00    7.69
10:00:44     all    5.82    0.00   82.54    0.00    0.00    0.53    0.00    0.00    0.00   11.11
10:00:45     all    5.00    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:00:46     all    6.57    0.00   91.92    0.00    0.00    0.00    0.00    0.00    0.00    1.52
10:00:47     all    6.00    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:00:48     all    5.00    0.00   91.50    0.00    0.00    1.00    0.00    0.00    0.00    2.50
10:00:49     all    5.05    0.00   91.92    0.00    0.00    1.01    0.00    0.00    0.00    2.02
10:00:50     all    8.08    0.00   90.91    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:00:51     all    5.50    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:00:52     all    7.50    0.00   88.50    0.00    0.00    0.00    0.00    0.00    0.00    4.00
10:00:53     all    6.53    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:00:54     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:55     all    4.02    0.00   93.97    0.00    0.00    1.01    0.00    0.00    0.00    1.01
10:00:56     all    6.57    0.00   86.87    0.00    0.00    0.51    0.00    0.00    0.00    6.06
10:00:57     all    5.64    0.00   90.26    0.00    0.00    0.00    0.00    0.00    0.00    4.10
10:00:58     all    4.98    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:00:59     all    7.49    0.00   78.07    0.00    0.00    1.07    0.00    0.00    0.00   13.37
10:01:00     all    5.95    0.00   70.27    0.00    0.00    0.54    0.00    0.00    0.00   23.24
10:01:01     all    4.55    0.00   88.89    0.00    0.00    0.00    0.00    0.00    0.00    6.57
10:01:02     all    4.48    0.00   95.02    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:03     all    5.08    0.00   94.42    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:01:04     all    5.73    0.00   88.02    0.00    0.00    0.52    0.00    0.00    0.00    5.73
10:01:05     all    7.92    0.00   90.10    0.00    0.00    0.50    0.00    0.00    0.00    1.49
10:01:06     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:01:07     all    5.82    0.00   85.19    0.00    0.00    0.53    0.00    0.00    0.00    8.47
10:01:08     all    7.25    0.00   80.31    0.00    0.00    1.04    0.00    0.00    0.00   11.40
10:01:09     all    6.60    0.00   88.32    0.00    0.00    1.52    0.00    0.00    0.00    3.55
10:01:10     all    7.54    0.00   90.95    0.00    0.00    0.00    0.00    0.00    0.00    1.51
10:01:11     all    7.69    0.00   82.56    0.00    0.00    0.51    0.00    0.00    0.00    9.23
10:01:12     all    6.77    0.00   83.33    0.00    0.00    0.52    0.00    0.00    0.00    9.38
10:01:13     all    4.55    0.00   93.94    0.00    0.00    0.51    0.00    0.00    0.00    1.01
10:01:14     all    5.47    0.00   92.54    0.00    0.00    0.50    0.00    0.00    0.00    1.49
10:01:15     all    6.77    0.00   83.85    0.00    0.00    0.52    0.00    0.00    0.00    8.85
10:01:16     all    5.15    0.00   86.08    0.00    0.00    0.52    0.00    0.00    0.00    8.25
10:01:17     all    6.50    0.00   92.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:01:18     all    5.00    0.00   94.00    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:01:19     all    6.03    0.00   90.95    0.00    0.00    1.01    0.00    0.00    0.00    2.01
10:01:20     all    4.02    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    1.01
10:01:21     all    6.97    0.00   92.54    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:22     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:01:23     all    4.02    0.00   95.48    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:01:24     all    5.53    0.00   93.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:25     all    6.97    0.00   92.54    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:26     all    3.98    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    1.99
10:01:27     all    6.60    0.00   91.88    0.00    0.00    0.51    0.00    0.00    0.00    1.02
10:01:28     all    8.00    0.00   91.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:29     all    7.04    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:01:30     all    4.52    0.00   95.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:01:31     all    7.07    0.00   90.40    0.00    0.00    0.51    0.00    0.00    0.00    2.02
10:01:32     all    7.04    0.00   89.45    0.00    0.00    0.50    0.00    0.00    0.00    3.02
10:01:33     all    6.06    0.00   91.92    0.00    0.00    0.00    0.00    0.00    0.00    2.02
10:01:34     all    8.96    0.00   90.05    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:01:35     all    9.50    0.00   90.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:36     all    6.03    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:01:37     all    7.46    0.00   92.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:01:38     all    6.03    0.00   92.96    0.00    0.00    1.01    0.00    0.00    0.00    0.00
10:01:39     all    7.50    0.00   91.00    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:01:40     all    6.57    0.00   86.36    0.00    0.00    1.01    0.00    0.00    0.00    6.06
10:01:41     all    7.29    0.00   78.65    0.00    0.00    0.00    0.00    0.00    0.00   14.06
10:01:42     all    4.08    0.00   88.78    0.00    0.00    0.51    0.00    0.00    0.00    6.63
10:01:43     all    4.12    0.00   89.18    0.00    0.00    0.00    0.00    0.00    0.00    6.70
10:01:44     all    5.50    0.00   92.50    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:01:45     all    7.04    0.00   92.46    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:01:46     all    7.04    0.00   91.96    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:01:47     all    6.12    0.00   81.63    0.00    0.00    0.51    0.00    0.00    0.00   11.73
10:01:48     all    5.03    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:49     all    5.82    0.00   84.66    0.00    0.00    0.00    0.00    0.00    0.00    9.52
10:01:50     all    6.59    0.00   74.18    0.00    0.00    1.65    0.00    0.00    0.00   17.58
10:01:51     all    5.15    0.00   83.51    0.00    0.00    0.00    0.00    0.00    0.00   11.34
10:01:52     all    5.61    0.00   85.71    0.00    0.00    1.02    0.00    0.00    0.00    7.65
10:01:53     all    5.52    0.00   79.01    0.00    0.00    1.10    0.00    0.00    0.00   14.36
10:01:54     all    4.52    0.00   94.47    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:01:55     all    3.54    0.00   93.94    0.00    0.00    0.51    0.00    0.00    0.00    2.02
10:01:56     all    3.61    0.00   84.02    0.00    0.00    1.03    0.00    0.00    0.00   11.34
10:01:57     all    7.50    0.00   92.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:01:58     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:02:00     all    6.00    0.00   93.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:02:01     all    5.56    0.00   91.41    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:02:02     all    6.15    0.00   85.13    0.00    0.00    0.51    0.00    0.00    0.00    8.21
10:02:03     all    6.60    0.00   92.39    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:02:04     all    4.64    0.00   88.14    0.00    0.00    1.03    0.00    0.00    0.00    6.19
10:02:05     all    5.15    0.00   88.66    0.00    0.00    0.00    0.00    0.00    0.00    6.19
10:02:06     all    3.48    0.00   95.02    0.00    0.00    1.00    0.00    0.00    0.00    0.50
10:02:07     all    5.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:02:08     all    5.53    0.00   89.95    0.00    0.00    0.50    0.00    0.00    0.00    4.02
10:02:09     all    6.77    0.00   81.77    0.00    0.00    1.04    0.00    0.00    0.00   10.42
10:02:10     all    5.73    0.00   82.81    0.00    0.00    0.52    0.00    0.00    0.00   10.94
10:02:11     all    5.56    0.00   90.40    0.00    0.00    1.01    0.00    0.00    0.00    3.03
10:02:12     all    7.54    0.00   90.45    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:02:13     all    5.15    0.00   89.18    0.00    0.00    0.52    0.00    0.00    0.00    5.15
10:02:14     all    5.00    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:02:15     all    7.00    0.00   92.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:02:16     all    6.03    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:02:17     all    7.04    0.00   92.46    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:02:18     all    5.47    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:02:19     all    5.56    0.00   92.42    0.00    0.00    0.00    0.00    0.00    0.00    2.02
10:02:20     all    9.18    0.00   85.20    0.00    0.00    0.51    0.00    0.00    0.00    5.10
10:02:21     all    5.47    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:02:22     all    4.55    0.00   95.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:02:23     all    6.53    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:02:24     all    5.47    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:02:25     all    4.52    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:02:26     all    6.53    0.00   89.45    0.00    0.00    0.50    0.00    0.00    0.00    3.52
10:02:27     all    5.00    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:02:28     all    4.28    0.00   82.89    0.00    0.00    1.07    0.00    0.00    0.00   11.76
10:02:29     all    5.05    0.00   87.88    0.00    0.00    0.51    0.00    0.00    0.00    6.57
10:02:30     all    5.26    0.00   87.89    0.00    0.00    0.53    0.00    0.00    0.00    6.32
10:02:31     all    4.57    0.00   90.36    0.00    0.00    0.51    0.00    0.00    0.00    4.57
10:02:32     all    5.64    0.00   88.21    0.00    0.00    0.00    0.00    0.00    0.00    6.15
10:02:33     all    6.28    0.00   83.25    0.00    0.00    0.52    0.00    0.00    0.00    9.95
10:02:34     all    4.64    0.00   87.63    0.00    0.00    1.03    0.00    0.00    0.00    6.70
10:02:35     all    9.05    0.00   87.94    0.00    0.00    0.50    0.00    0.00    0.00    2.51
10:02:36     all    5.50    0.00   94.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:02:37     all   15.50    0.00   83.50    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:02:38     all    6.06    0.00   92.42    0.00    0.00    1.01    0.00    0.00    0.00    0.51
10:02:39     all    6.06    0.00   87.37    0.00    0.00    0.51    0.00    0.00    0.00    6.06
10:02:40     all    4.08    0.00   91.33    0.00    0.00    0.51    0.00    0.00    0.00    4.08
10:02:41     all    6.44    0.00   92.57    0.00    0.00    0.00    0.00    0.00    0.00    0.99
10:02:42     all    6.09    0.00   92.39    0.00    0.00    0.51    0.00    0.00    0.00    1.02
10:02:43     all    5.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
10:02:44     all    6.50    0.00   92.00    0.00    0.00    0.00    0.00    0.00    0.00    1.50
10:02:45     all    5.10    0.00   92.35    0.00    0.00    0.00    0.00    0.00    0.00    2.55
10:02:46     all    5.00    0.00   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:02:47     all    6.03    0.00   91.46    0.00    0.00    0.00    0.00    0.00    0.00    2.51
10:02:48     all    4.10    0.00   83.59    0.00    0.00    0.51    0.00    0.00    0.00   11.79
10:02:49     all    5.10    0.00   85.20    0.00    0.00    0.51    0.00    0.00    0.00    9.18
10:02:50     all    3.54    0.00   95.45    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:02:51     all    6.12    0.00   86.73    0.00    0.00    0.51    0.00    0.00    0.00    6.63
10:02:52     all    7.61    0.00   91.37    0.00    0.00    0.00    0.00    0.00    0.00    1.02
10:02:53     all    4.52    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:02:54     all    7.22    0.00   86.60    0.00    0.00    0.52    0.00    0.00    0.00    5.67
10:02:55     all    5.58    0.00   91.88    0.00    0.00    0.51    0.00    0.00    0.00    2.03
10:02:56     all    5.53    0.00   93.97    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:02:57     all    5.03    0.00   91.46    0.00    0.00    0.50    0.00    0.00    0.00    3.02
10:02:58     all    6.25    0.00   84.38    0.00    0.00    1.04    0.00    0.00    0.00    8.33
10:02:59     all    7.14    0.00   86.22    0.00    0.00    0.51    0.00    0.00    0.00    6.12
10:03:00     all    5.13    0.00   90.77    0.00    0.00    0.00    0.00    0.00    0.00    4.10
10:03:01     all    4.48    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:03:02     all    4.98    0.00   94.03    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:03:03     all    5.56    0.00   94.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:04     all    3.47    0.00   95.54    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:03:05     all    7.18    0.00   88.21    0.00    0.00    0.51    0.00    0.00    0.00    4.10
10:03:06     all    3.66    0.00   89.01    0.00    0.00    0.00    0.00    0.00    0.00    7.33
10:03:07     all    5.24    0.00   76.44    0.00    0.00    0.52    0.00    0.00    0.00   17.80
10:03:08     all    4.81    0.00   80.75    0.00    0.00    1.07    0.00    0.00    0.00   13.37
10:03:09     all    3.57    0.00   92.86    0.00    0.00    0.00    0.00    0.00    0.00    3.57
10:03:10     all    4.50    0.00   93.00    0.00    0.00    0.50    0.00    0.00    0.00    2.00
10:03:11     all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:12     all    6.81    0.00   85.86    0.00    0.00    0.52    0.00    0.00    0.00    6.81
10:03:13     all    3.52    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:03:14     all    6.12    0.00   91.33    0.00    0.00    0.51    0.00    0.00    0.00    2.04
10:03:15     all    4.17    0.00   85.42    0.00    0.00    0.00    0.00    0.00    0.00   10.42
10:03:16     all    5.97    0.00   93.53    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:03:17     all    6.74    0.00   84.97    0.00    0.00    0.00    0.00    0.00    0.00    8.29
10:03:18     all    6.63    0.00   87.24    0.00    0.00    1.02    0.00    0.00    0.00    5.10
10:03:19     all    5.53    0.00   93.47    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:03:20     all    5.47    0.00   94.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:21     all    5.10    0.00   90.82    0.00    0.00    0.51    0.00    0.00    0.00    3.57
10:03:22     all    6.63    0.00   88.27    0.00    0.00    0.51    0.00    0.00    0.00    4.59
10:03:23     all    7.33    0.00   84.29    0.00    0.00    0.00    0.00    0.00    0.00    8.38
10:03:24     all    5.05    0.00   94.44    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:03:25     all    5.70    0.00   87.05    0.00    0.00    1.04    0.00    0.00    0.00    6.22
10:03:26     all    6.25    0.00   80.73    0.00    0.00    1.04    0.00    0.00    0.00   11.98
10:03:27     all    5.47    0.00   93.03    0.00    0.00    0.00    0.00    0.00    0.00    1.49
10:03:28     all    5.50    0.00   93.50    0.00    0.00    1.00    0.00    0.00    0.00    0.00
10:03:29     all    6.06    0.00   89.39    0.00    0.00    0.51    0.00    0.00    0.00    4.04
10:03:30     all    6.03    0.00   93.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:31     all    5.00    0.00   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:32     all    6.03    0.00   91.96    0.00    0.00    1.01    0.00    0.00    0.00    1.01
10:03:33     all    6.00    0.00   93.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:03:34     all    6.00    0.00   91.50    0.00    0.00    0.00    0.00    0.00    0.00    2.50
10:03:35     all    5.88    0.00   77.54    0.00    0.00    1.07    0.00    0.00    0.00   15.51
10:03:36     all    6.12    0.00   88.27    0.00    0.00    1.02    0.00    0.00    0.00    4.59
10:03:37     all    5.47    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:03:38     all    7.54    0.00   92.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:39     all   11.94    0.00   88.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:03:40     all    6.53    0.00   91.46    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:03:41     all    4.59    0.00   91.33    0.00    0.00    0.00    0.00    0.00    0.00    4.08
10:03:42     all    5.05    0.00   91.92    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:03:43     all    4.55    0.00   93.43    0.00    0.00    0.51    0.00    0.00    0.00    1.52
10:03:44     all    6.47    0.00   91.54    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:03:45     all    6.53    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:03:46     all    5.53    0.00   93.47    0.00    0.00    0.50    0.00    0.00    0.00    0.50
10:03:47     all    5.21    0.00   81.77    0.00    0.00    1.04    0.00    0.00    0.00   11.98
10:03:48     all    5.29    0.00   82.01    0.00    0.00    1.06    0.00    0.00    0.00   11.64
10:03:49     all    5.70    0.00   85.49    0.00    0.00    0.52    0.00    0.00    0.00    8.29
10:03:50     all    6.53    0.00   92.46    0.00    0.00    0.00    0.00    0.00    0.00    1.01
10:03:51     all    4.98    0.00   93.53    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:03:52     all    5.97    0.00   93.53    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:03:53     all    8.63    0.00   84.26    0.00    0.00    1.02    0.00    0.00    0.00    6.09
10:03:54     all    4.52    0.00   94.97    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:03:55     all    6.70    0.00   82.47    0.00    0.00    0.52    0.00    0.00    0.00   10.31
10:03:56     all    5.05    0.00   90.91    0.00    0.00    0.51    0.00    0.00    0.00    3.54
10:03:57     all    5.35    0.00   78.61    0.00    0.00    1.60    0.00    0.00    0.00   14.44
10:03:58     all    5.97    0.00   92.04    0.00    0.00    1.00    0.00    0.00    0.00    1.00
10:03:59     all    5.58    0.00   91.88    0.00    0.00    0.51    0.00    0.00    0.00    2.03
10:04:00     all    5.03    0.00   94.47    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:04:01     all    5.56    0.00   90.40    0.00    0.00    0.00    0.00    0.00    0.00    4.04
10:04:02     all    4.19    0.00   86.91    0.00    0.00    1.05    0.00    0.00    0.00    7.85
10:04:03     all    5.97    0.00   92.54    0.00    0.00    0.50    0.00    0.00    0.00    1.00
10:04:04     all    5.61    0.00   87.24    0.00    0.00    0.51    0.00    0.00    0.00    6.63
10:04:05     all    5.08    0.00   89.85    0.00    0.00    0.00    0.00    0.00    0.00    5.08
10:04:06     all    5.61    0.00   88.78    0.00    0.00    0.51    0.00    0.00    0.00    5.10
10:04:07     all    4.55    0.00   90.40    0.00    0.00    0.51    0.00    0.00    0.00    4.55
10:04:08     all    4.69    0.00   86.98    0.00    0.00    1.04    0.00    0.00    0.00    7.29
10:04:09     all    4.46    0.00   94.06    0.00    0.00    0.50    0.00    0.00    0.00    0.99
10:04:10     all    4.17    0.00   90.10    0.00    0.00    0.00    0.00    0.00    0.00    5.73
10:04:11     all    4.06    0.00   91.88    0.00    0.00    0.51    0.00    0.00    0.00    3.55
10:04:12     all    5.05    0.00   91.92    0.00    0.00    0.51    0.00    0.00    0.00    2.53
10:04:13     all    6.19    0.00   78.87    0.00    0.00    1.55    0.00    0.00    0.00   13.40
10:04:14     all    4.59    0.00   90.82    0.00    0.00    0.00    0.00    0.00    0.00    4.59
10:04:15     all    5.05    0.00   94.44    0.00    0.00    0.00    0.00    0.00    0.00    0.51
10:04:16     all    7.11    0.00   88.83    0.00    0.00    0.51    0.00    0.00    0.00    3.55
10:04:17     all    5.00    0.00   94.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00
10:04:18     all    4.52    0.00   94.97    0.00    0.00    0.00    0.00    0.00    0.00    0.50
10:04:19     all    6.09    0.00   89.85    0.00    0.00    0.51    0.00    0.00    0.00    3.55
10:04:20     all    5.03    0.00   92.96    0.00    0.00    0.50    0.00    0.00    0.00    1.51
10:04:21     all    5.05    0.00   91.92    0.00    0.00    0.51    0.00    0.00    0.00    2.53
